,Afghanistan,Africa,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Asia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Brunei,Bulgaria,Burkina Faso,Burundi,Cameroon,Canada,Cape Verde,Central African Republic,Chad,Chile,China,Colombia,Comoros,Congo,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czechia,Democratic Republic of Congo,Denmark,Djibouti,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Estonia,Eswatini,Ethiopia,Europe,European Union,Finland,France,Gabon,Gambia,Georgia,Germany,Ghana,Greece,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,High income,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Low income,Lower middle income,Luxembourg,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Montenegro,Morocco,Mozambique,Myanmar,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North America,North Macedonia,Norway,Oceania,Oman,Pakistan,Palestine,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Sierra Leone,Singapore,Slovakia,Slovenia,Somalia,South Africa,South America,South Korea,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Ukraine,United Arab Emirates,United Kingdom,United States,Upper middle income,Uruguay,Uzbekistan,Venezuela,World,Yemen,Zambia,Zimbabwe,nu
244,0.025157232704402517,0.15991786108806555,0.2857142857142857,0.16326530612244897,0.0,0.12121212121212122,0.0,0.07729036108624292,0.02857142857142857,0.18254311925723274,0.11666666666666667,0.04824561403508772,0.018018018018018018,0.0,0.0,0.13257575757575757,0.0,0.1724137931034483,0.005797101449275362,0.125,0.0,0.45121951219512196,0.10091743119266056,0.0,0.2859496352082843,0.0,0.038922155688622756,0.0,0.0,0.023076923076923078,0.02066115702479339,0.16666666666666666,0.0,0.0,0.46313799621928164,0.5,0.5388888888888889,0.0,0.5636363636363636,0.06542056074766354,0.0,0.010869565217391304,0.01020408163265306,0.0,0.023255813953488372,0.00510204081632653,0.016666666666666666,0.0,0.717948717948718,0.0199468085106383,0.14393939393939395,0.22580645161290322,0.0,0.0,0.125,0.3877551020408163,0.05623615851144457,0.04043691458522331,0.09302325581395349,0.046458492003046456,0.0,0.0,0.0,0.049972542559033495,0.0,0.03731343283582089,0.2,0.0,0.0,0.13333333333333333,0.045454545454545456,0.11974052050725567,0.128,0.4,0.002044989775051125,0.0,0.14171413072959047,0.04253262445625906,,0.14244678563749733,0.8999345977763243,0.04716981132075472,0.18095238095238095,0.008056394763343404,0.0,0.06481481481481481,0.0,0.10925349922239502,0.0,0.11594202898550725,0.15,0.07142857142857142,0.0,0.011396011396011397,0.0,0.09433962264150944,0.0,0.0,0.03690891480216849,0.18622220990328192,0.0,0.11538461538461539,0.0,0.0016891891891891893,0.1,0.0,0.2222222222222222,0.0,0.0,0.27114754098360655,0.1511627906976744,0.5,0.1111111111111111,0.33858267716535434,0.3695652173913043,0.002512562814070352,0.017770597738287562,0.04597701149425287,0.0,1.0,0.0,0.11702127659574468,0.2851528721695695,0.0196078431372549,0.02127659574468085,0.09523809523809523,0.01568627450980392,0.012779552715654952,0.026119402985074626,0.26229508196721313,0.13496932515337423,0.5781495033978045,0.06866197183098592,0.0198744769874477,0.006600660066006601,0.1,0.10150743829076873,0.09980381310533366,0.0,0.0,0.5,0.4155844155844156,0.0,0.025,0.16666666666666666,0.0,0.0,0.0,0.011494252873563218,0.13507109004739337,0.4122123201476411,0.019230769230769232,0.0,0.035736290819470114,0.0,0.0,0.04,0.0,0.39908256880733944,0.14814814814814814,0.0,0.0,0.0,0.0,0.0,0.16129032258064516,0.007874015748031496,0.11928934010152284,0.05663732541955603,0.0,0.0016429353778751369,0.2388447236451581,0.4810664187050228,0.0,0.3333333333333333,0.14285714285714285,0.3699643538181328,0.14814814814814814,0.027777777777777776,0.009345794392523364,0.3451202263083451
245,0.018867924528301886,0.17511997689843103,0.2857142857142857,0.10204081632653061,0.0,0.18181818181818182,0.0,0.059385258131900924,0.04285714285714286,0.18735306933048956,0.26666666666666666,0.043859649122807015,0.018018018018018018,0.0,0.0,0.13257575757575757,0.0,0.1724137931034483,0.002898550724637681,0.125,0.0,0.6219512195121951,0.08256880733944955,0.0,0.27865380089432806,0.0,0.017964071856287425,0.0,0.0,0.007692307692307693,0.012396694214876033,0.3333333333333333,0.0,0.0,0.44612476370510395,0.5,0.4097222222222222,0.0,1.0,0.09345794392523364,0.0,0.043478260869565216,0.030612244897959183,0.0,0.019933554817275746,0.0,0.016666666666666666,0.0,0.6923076923076923,0.06382978723404255,0.1590909090909091,0.22580645161290322,0.0,0.0,0.0,0.3673469387755102,0.053721925058236135,0.036851252235738985,0.09302325581395349,0.0456968773800457,0.0,0.05,0.0,0.05601317957166392,0.0,0.014925373134328358,0.14285714285714285,0.0,0.0,0.0,0.045454545454545456,0.11919332232273884,0.296,0.8,0.006134969325153374,0.0,0.1414429075128831,0.053649105848235866,,0.17629757041496452,0.8665794637017659,0.04716981132075472,0.17142857142857143,0.006042296072507553,0.0967741935483871,0.06018518518518518,0.0,0.10925349922239502,0.0975609756097561,0.08695652173913043,0.05,0.0,0.0,0.017094017094017096,0.0,0.1509433962264151,0.0,0.0,0.03383194647885274,0.1998107747154095,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.3333333333333333,0.07692307692307693,0.0,0.1885245901639344,0.18604651162790697,0.0,0.1111111111111111,0.25196850393700787,0.391304347826087,0.002512562814070352,0.01938610662358643,0.040229885057471264,0.0,0.0,0.0,0.05319148936170213,0.24895264732147127,0.0392156862745098,0.02127659574468085,0.23809523809523808,0.0,0.09584664536741214,0.011194029850746268,0.19672131147540983,0.06134969325153374,0.552012545739676,0.045774647887323945,0.02092050209205021,0.009900990099009901,0.1,0.0676659105427751,0.09407529191600397,0.045454545454545456,0.0,0.5,0.35064935064935066,0.0967741935483871,0.0125,0.0,0.0,0.0,0.015151515151515152,0.011494252873563218,0.14928909952606634,0.37926647433815275,0.028846153846153848,0.0,0.025878003696857672,0.0,0.0,0.0,0.027083333333333334,0.41284403669724773,0.14814814814814814,0.0,0.3333333333333333,0.0,0.0,0.4,0.03225806451612903,0.0026246719160104987,0.11421319796954314,0.05894948883764536,0.15,0.00547645125958379,0.2368185782777539,0.4166985718562288,0.0,0.4444444444444444,0.2,0.34808387390666035,0.037037037037037035,0.027777777777777776,0.028037383177570093,0.3465346534653465
246,0.0,0.19627074672154818,0.23809523809523808,0.12244897959183673,0.0,0.12121212121212122,0.0,0.07251566696508505,0.04285714285714286,0.19779418046512018,1.0,0.04824561403508772,0.02702702702702703,0.0,0.0,0.12121212121212122,0.0,0.1724137931034483,0.002898550724637681,0.125,0.0,0.5182926829268293,0.09174311926605505,0.0,0.19628147799482232,0.0,0.029940119760479042,0.0,0.0,0.0,0.028925619834710745,0.16666666666666666,0.0,0.0,0.5500945179584121,0.5,0.37916666666666665,0.0,0.6078431372549019,0.06542056074766354,0.14285714285714285,0.03260869565217391,0.02040816326530612,0.0,0.023255813953488372,0.0,0.0,0.0,0.9230769230769231,0.03856382978723404,0.13636363636363635,0.25806451612903225,0.0,0.0,0.0,0.20408163265306123,0.05160467583448167,0.03306638642239442,0.09302325581395349,0.03884234577303884,0.0,0.1,0.0,0.047775947281713346,0.14285714285714285,0.03731343283582089,0.1619047619047619,0.14285714285714285,0.0,0.2,0.2727272727272727,0.125212502352424,0.248,0.4,0.002044989775051125,0.0,0.14863032275562787,0.06476558724021267,,0.18193936787787574,0.8221059516023544,0.04716981132075472,0.19047619047619047,0.010070493454179255,0.16129032258064516,0.037037037037037035,0.0,0.10925349922239502,0.0975609756097561,0.13043478260869565,0.05,0.0,0.0,0.005698005698005698,0.0,0.07547169811320754,0.0,0.0,0.02357538540113355,0.20760942930323922,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.16819672131147542,0.13953488372093023,0.0,0.0,0.29133858267716534,0.3804347826086957,0.002512562814070352,0.009693053311793215,0.005747126436781609,0.0,0.0,0.0,0.23404255319148937,0.23950911040457606,0.0,0.02127659574468085,0.9365079365079365,0.06274509803921569,0.022364217252396165,0.018656716417910446,0.26229508196721313,0.09202453987730061,0.564035546262415,0.11443661971830986,0.014644351464435146,0.006600660066006601,0.2,0.07443421609237383,0.09325693174609972,0.045454545454545456,0.0,0.5,0.33766233766233766,0.0,0.025,0.0,0.0,0.0196078431372549,0.0,0.011494252873563218,0.20616113744075829,0.3319596188168361,0.019230769230769232,0.0,0.024645717806531114,0.0,0.0,0.04,0.0375,0.39908256880733944,0.14814814814814814,0.0,0.0,0.0,0.0,0.2,0.03225806451612903,0.007874015748031496,0.12436548223350254,0.062417733964779336,0.0,0.007667031763417305,0.23209090575381078,0.37563188556669824,0.0,0.4444444444444444,0.11428571428571428,0.33714363395092406,0.0,0.0,0.0,0.347949080622348
247,0.0,0.15727401486017592,0.23809523809523808,0.20408163265306123,0.0,0.15151515151515152,0.0,0.07818561623396002,0.05714285714285714,0.19005133400573118,0.42857142857142855,0.043859649122807015,0.018018018018018018,0.0,0.17857142857142858,0.10984848484848485,0.0,0.1724137931034483,0.005797101449275362,0.20833333333333334,0.0,0.3353658536585366,0.06422018348623854,0.014184397163120567,0.20899035067074606,0.0,0.020958083832335328,0.0,0.0,0.0,0.008264462809917356,0.16666666666666666,0.0,0.0,0.5387523629489603,0.5,0.375,0.0,0.6078431372549019,0.08411214953271028,0.0,0.010869565217391304,0.0,0.0,0.029900332225913623,0.0,0.016666666666666666,0.0,0.0,0.034574468085106384,0.12121212121212122,0.16129032258064516,0.0,0.0,0.0,0.4897959183673469,0.06338187464161592,0.05199071548911723,0.09302325581395349,0.010662604722010662,0.0,0.0,0.0,0.050521691378363535,0.10714285714285714,0.007462686567164179,0.22857142857142856,0.0,0.6666666666666666,0.0,0.045454545454545456,0.12366210749629297,0.248,0.2,0.002044989775051125,0.0,0.14768104149715217,0.039632672788786856,,0.16642442485486994,0.9332897318508829,0.04716981132075472,0.1523809523809524,0.011077542799597181,0.03225806451612903,0.0787037037037037,0.009009009009009009,0.10925349922239502,0.0975609756097561,0.043478260869565216,0.05,0.07142857142857142,0.012658227848101266,0.011396011396011397,0.0,0.1509433962264151,0.0,0.0,0.03485760258662465,0.19201212012757976,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.17114754098360654,0.12790697674418605,0.0,0.1111111111111111,0.30708661417322836,0.3695652173913043,0.005025125628140704,0.022617124394184167,0.011494252873563218,0.6666666666666666,0.0,0.0,0.0425531914893617,0.2273469795267565,0.058823529411764705,0.02127659574468085,0.20634920634920634,0.0,0.01597444089456869,0.011194029850746268,0.2786885245901639,0.15337423312883436,0.542080501829587,0.08626760563380281,0.008368200836820083,0.013201320132013201,0.0,0.07951044525457286,0.09734873259562093,0.0,0.0,0.5,0.42857142857142855,0.06451612903225806,0.0375,0.0,0.0,0.0,0.0,0.0,0.1362559241706161,0.3326354310385692,0.019230769230769232,0.0,0.11337030191004313,0.0,0.0,0.08,0.01875,0.4036697247706422,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.06451612903225806,0.007874015748031496,0.13451776649746192,0.061261652255734676,0.0,0.00547645125958379,0.22038428807547544,0.37241349322425854,0.011363636363636364,0.7777777777777778,0.2857142857142857,0.32809155723627936,0.037037037037037035,0.0,0.0,0.3493635077793494
248,0.0,0.14868151461953458,0.2857142857142857,0.20408163265306123,0.0,0.15151515151515152,0.0,0.03461653237839451,0.05714285714285714,0.18653185834237254,0.21428571428571427,0.043859649122807015,0.018018018018018018,0.1388888888888889,0.03571428571428571,0.13257575757575757,0.0,0.13793103448275862,0.014492753623188406,0.125,0.0,0.3353658536585366,0.10550458715596331,0.0,0.1649799952930101,0.0,0.017964071856287425,0.0,0.0,0.0,0.008264462809917356,0.3333333333333333,0.0,0.0,0.5103969754253308,0.5,0.37222222222222223,0.0,0.6078431372549019,0.08411214953271028,0.0,0.021739130434782608,0.0,0.0,0.026578073089700997,0.0,0.0,0.0,1.0,0.06648936170212766,0.12121212121212122,0.25806451612903225,0.0,0.0,0.0,0.3469387755102041,0.044458959704310325,0.022309399373941458,0.09302325581395349,0.035034272658035034,0.0,0.0,0.0,0.04887424492037342,0.0,0.007462686567164179,0.21904761904761905,0.0,0.0,0.13333333333333333,0.3181818181818182,0.09447820432206191,0.184,0.2,0.006134969325153374,0.0,0.14442636289666397,0.05219913001449976,,0.1551408299290475,0.6998037933289731,0.04716981132075472,0.18095238095238095,0.016112789526686808,0.06451612903225806,0.041666666666666664,0.0,0.10925349922239502,0.12195121951219512,0.07246376811594203,0.15,0.0,0.0,0.011396011396011397,0.0,0.18867924528301888,0.0,0.0,0.03690891480216849,0.19094866722923934,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.1557377049180328,0.18604651162790697,0.0,0.05555555555555555,0.29133858267716534,0.3695652173913043,0.005025125628140704,0.014539579967689823,0.028735632183908046,0.0,0.0,0.0,0.0425531914893617,0.2033088855564778,0.09803921568627451,0.02127659574468085,0.07936507936507936,0.0,0.0,0.026119402985074626,0.19672131147540983,0.08588957055214724,0.5462624150548876,0.09330985915492958,0.013598326359832637,0.0165016501650165,0.1,0.06428175776797573,0.08916513089657851,0.0,0.0,0.5,0.44155844155844154,0.03225806451612903,0.025,0.0,0.0,0.0,0.015151515151515152,0.0,0.11966824644549763,0.27671196969015566,0.009615384615384616,0.14285714285714285,0.0,0.0,0.03237410071942446,0.04,0.0125,0.4036697247706422,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.06451612903225806,0.015748031496062992,0.14213197969543148,0.05894948883764536,0.05,0.0065717415115005475,0.1845890532513347,0.3252962293309413,0.0,0.5555555555555556,0.22857142857142856,0.28960634764579596,0.0,0.0,0.0,0.3507779349363508
249,0.018867924528301886,0.14802055306256215,0.19047619047619047,0.14285714285714285,0.0,0.09090909090909091,0.0,0.03581020590868397,0.02857142857142857,0.19896733901957306,0.35714285714285715,0.04824561403508772,0.02702702702702703,0.027777777777777776,0.10714285714285714,0.12121212121212122,0.0,0.20689655172413793,0.002898550724637681,0.125,0.0,0.0,0.06880733944954129,0.0,0.1052012238173688,0.0,0.014970059880239521,0.0,0.0,0.0,0.012396694214876033,0.16666666666666666,0.0,0.3333333333333333,0.48015122873345933,0.5,0.35555555555555557,0.0,0.6078431372549019,0.0,0.0,0.010869565217391304,0.01020408163265306,0.0,0.036544850498338874,0.00510204081632653,0.0,0.1111111111111111,0.16666666666666666,0.0,0.14393939393939395,0.22580645161290322,0.0,0.0,0.0,0.42857142857142855,0.02791795014372852,0.016532498921994494,0.09302325581395349,0.028941355674028942,0.0,0.0,0.0,0.04832509610104338,0.0,0.029850746268656716,0.09523809523809523,0.0,0.0,0.0,0.045454545454545456,0.056721529590400485,0.016,0.6,0.0,0.0,0.13778139408733386,0.041082648622522956,,0.19604386153515374,1.0,0.04716981132075472,0.1523809523809524,0.007049345417925478,0.03225806451612903,0.037037037037037035,0.0,0.1364696734059098,0.07317073170731707,0.10144927536231885,0.2,0.0,0.0,0.011396011396011397,0.0,0.24528301886792453,0.0,0.0,0.03896022701771233,0.17617848808562242,0.0,0.038461538461538464,0.0,0.0,0.0,0.09090909090909091,0.2222222222222222,0.0,0.0,0.0760655737704918,0.0,0.0,0.05555555555555555,0.25196850393700787,0.3804347826086957,0.002512562814070352,0.014539579967689823,0.011494252873563218,0.0,0.0,0.0,0.0425531914893617,0.10143315396815387,0.058823529411764705,0.02127659574468085,0.14285714285714285,0.09019607843137255,0.01597444089456869,0.014925373134328358,0.18032786885245902,0.1411042944785276,0.5436487192890748,0.14964788732394366,0.007322175732217573,0.006600660066006601,0.1,0.07274213970497415,0.0498838427411749,0.045454545454545456,0.0,0.5,0.4155844155844156,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.13033175355450238,0.2136924800135446,0.019230769230769232,0.0,0.0,0.0,0.0035971223021582736,0.36,0.0125,0.41743119266055045,0.14814814814814814,0.0,0.3333333333333333,0.0,0.0,0.0,0.03225806451612903,0.0,0.13451776649746192,0.04045218149293077,0.0,0.001095290251916758,0.09904069329426875,0.2526892980855017,0.0,0.4444444444444444,0.22857142857142856,0.22846317916221417,0.0,0.041666666666666664,0.0,0.3521923620933522
251,0.018867924528301886,0.14934247617650698,0.09523809523809523,0.1836734693877551,0.0,0.21212121212121213,0.0,0.08236347358997315,0.04285714285714286,0.19556517921165972,0.42857142857142855,0.04824561403508772,0.009009009009009009,0.027777777777777776,0.07142857142857142,0.13636363636363635,0.0,0.1724137931034483,0.008695652173913044,0.125,0.0,0.2621951219512195,0.07339449541284404,0.0,0.1186161449752883,0.0,0.04491017964071856,0.0,0.0,0.0,0.03305785123966942,0.16666666666666666,0.0,0.0,0.45935727788279773,0.5,0.28055555555555556,0.0,0.8431372549019608,0.19626168224299065,0.0,0.021739130434782608,0.02040816326530612,0.0,0.03322259136212625,0.0,0.0,0.0,0.8333333333333334,0.0678191489361702,0.14393939393939395,0.03225806451612903,0.0,0.0,0.08333333333333333,0.32653061224489793,0.06219092195325402,0.04362417000698715,0.09302325581395349,0.05483625285605483,0.0,0.0,0.0,0.050521691378363535,0.0,0.007462686567164179,0.29523809523809524,0.07142857142857142,0.0,0.06666666666666667,0.045454545454545456,0.07304627542848599,0.096,0.4,0.002044989775051125,0.0,0.1512069433143477,0.04833252779120348,,0.18617071597505913,0.7814614343707713,0.05660377358490566,0.22857142857142856,0.010070493454179255,0.06451612903225806,0.08333333333333333,0.018018018018018018,0.10925349922239502,0.0,0.0,0.1,0.0,0.0,0.019943019943019943,0.0,0.33962264150943394,0.0,0.0,0.03793457090994041,0.19543880168889888,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.2304918032786885,0.1511627906976744,0.0,0.16666666666666666,0.25984251968503935,0.3804347826086957,0.01256281407035176,0.009693053311793215,0.005747126436781609,0.0,1.0,0.0,0.07446808510638298,0.1834202244739258,0.1568627450980392,0.02127659574468085,0.1746031746031746,0.03137254901960784,0.02875399361022364,0.022388059701492536,0.13114754098360656,0.08588957055214724,0.5279665446941976,0.045774647887323945,0.012552301255230125,0.009900990099009901,0.0,0.06935798693017478,0.09898545293542942,0.045454545454545456,0.0,0.5,0.38961038961038963,0.03225806451612903,0.025,0.16666666666666666,0.0,0.0,0.0,0.0,0.0971563981042654,0.24663832582303294,0.028846153846153848,0.14285714285714285,0.04805914972273567,0.0,0.0,0.0,0.01875,0.40825688073394495,0.1111111111111111,0.0,0.0,0.0,0.0,0.2,0.06451612903225806,0.005249343832020997,0.1319796954314721,0.06704206080095798,0.05,0.017524644030668127,0.10534425665952624,0.33778359161960736,0.0,0.6666666666666666,0.22857142857142856,0.2841084605614412,0.1111111111111111,0.027777777777777776,0.07476635514018691,0.355021216407355
252,0.012578616352201259,0.126869783239445,0.047619047619047616,0.20408163265306123,0.0,0.15151515151515152,0.0,0.07549985079080872,0.02857142857142857,0.20682750133440736,0.2857142857142857,0.043859649122807015,0.02702702702702703,0.1111111111111111,0.03571428571428571,0.1553030303030303,0.0,0.1724137931034483,0.014492753623188406,0.20833333333333334,0.0,0.29878048780487804,0.0779816513761468,0.0,0.253000706048482,0.0,0.029940119760479042,0.0,0.0,0.0,0.02066115702479339,0.3333333333333333,0.0,0.0,0.44045368620037806,0.5,0.3277777777777778,0.0,0.6078431372549019,0.11214953271028037,0.0,0.03260869565217391,0.0,0.0,0.029900332225913623,0.0,0.0,0.0,0.8333333333333334,0.09840425531914894,0.12878787878787878,0.16129032258064516,0.0,0.0,0.041666666666666664,0.3469387755102041,0.05530986197605199,0.037249659163459466,0.11627906976744186,0.05026656511805026,0.0,0.0,0.0,0.051070840197693576,0.0,0.022388059701492536,0.09523809523809523,0.0,0.0,0.0,0.045454545454545456,0.12329730870661508,0.088,0.2,0.00408997955010225,0.0,0.1589368049905072,0.05123247945867569,,0.17911846914642013,0.8619756427604871,0.07547169811320754,0.18095238095238095,0.014098690835850957,0.06451612903225806,0.06481481481481481,0.0,0.10925349922239502,0.1951219512195122,0.08695652173913043,0.2,0.07142857142857142,0.0,0.014245014245014245,0.0,0.18867924528301888,0.0,0.0,0.026652353724449306,0.20441907060821798,0.0,0.0,0.0,0.0,0.2,0.09090909090909091,0.2222222222222222,0.07692307692307693,0.0,0.18524590163934426,0.10465116279069768,0.0,0.1111111111111111,0.2047244094488189,0.3695652173913043,0.007537688442211055,0.009693053311793215,0.011494252873563218,0.0,0.0,0.0,0.0425531914893617,0.25038348624827356,0.058823529411764705,0.02127659574468085,0.1111111111111111,0.03529411764705882,0.019169329073482427,0.007462686567164179,0.14754098360655737,0.06748466257668712,0.5222164140094093,0.12323943661971831,0.011506276150627616,0.009900990099009901,0.0,0.08627875080417159,0.11535265633351426,0.045454545454545456,0.0,0.5,0.36363636363636365,0.03225806451612903,0.0125,0.0,0.0,0.0,0.0,0.0,0.0971563981042654,0.3458137693623646,0.019230769230769232,0.0,0.020948860135551448,0.0,0.0,0.04,0.020833333333333332,0.41284403669724773,0.1111111111111111,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.13959390862944163,0.053169080292422045,0.1,0.004381161007667032,0.24875032321913415,0.39507097531503405,0.0,0.8888888888888888,0.22857142857142856,0.3430302605260918,0.0,0.041666666666666664,0.037383177570093455,0.3564356435643564
253,0.0,0.12224305234063812,0.09523809523809523,0.20408163265306123,0.0,0.21212121212121213,0.0,0.07430617726051925,0.014285714285714285,0.21480497950468697,0.35714285714285715,0.04824561403508772,0.009009009009009009,0.0,0.14285714285714285,0.1553030303030303,0.0,0.20689655172413793,0.0,0.125,0.0,0.2865853658536585,0.07339449541284404,0.0070921985815602835,0.2313485526006119,0.0,0.011976047904191617,0.0,0.0,0.0,0.0371900826446281,0.16666666666666666,0.0,0.0,0.5519848771266541,0.5,0.30833333333333335,0.0,0.0,0.22429906542056074,0.0,0.021739130434782608,0.02040816326530612,0.0,0.03322259136212625,0.01020408163265306,0.016666666666666666,0.0,0.4,0.06382978723404255,0.09848484848484848,0.12903225806451613,0.0,0.0,0.041666666666666664,0.16326530612244897,0.0541189092876901,0.03744886262731971,0.09302325581395349,0.04036557501904037,0.0,0.05,0.0,0.04942339373970346,0.0,0.029850746268656716,0.22857142857142856,0.0,0.16666666666666666,0.06666666666666667,0.045454545454545456,0.11390373987240947,0.048,0.2,0.00408997955010225,0.0,0.16395443449959315,0.05799903334944417,,0.18193936787787574,0.942489851150203,0.04716981132075472,0.17142857142857143,0.010070493454179255,0.06451612903225806,0.032407407407407406,0.009009009009009009,0.10925349922239502,0.12195121951219512,0.10144927536231885,0.2,0.0,0.0,0.019943019943019943,0.0,0.2830188679245283,0.0,0.0,0.029729322047765062,0.20666413783804774,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.19672131147540983,0.11627906976744186,0.0,0.0,0.2992125984251969,0.40217391304347827,0.002512562814070352,0.008077544426494346,0.022988505747126436,0.0,0.0,0.0,0.06382978723404255,0.23135332852180296,0.058823529411764705,0.0425531914893617,0.14285714285714285,0.043137254901960784,0.01597444089456869,0.022388059701492536,0.18032786885245902,0.06748466257668712,0.523784631468897,0.14084507042253522,0.012552301255230125,0.009900990099009901,0.0,0.07951044525457286,0.10389561395485487,0.045454545454545456,0.0,0.5,0.3116883116883117,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.11492890995260663,0.333142290204869,0.038461538461538464,0.0,0.04374614910659273,0.0,0.0,0.04,0.014583333333333334,0.39908256880733944,0.14814814814814814,0.0,0.3333333333333333,0.0,0.0,0.2,0.12903225806451613,0.007874015748031496,0.14720812182741116,0.052012998583377386,0.25,0.007667031763417305,0.20800228860800538,0.3856732696751101,0.0,0.4444444444444444,0.22857142857142856,0.3344779917282066,0.14814814814814814,0.0,0.0,0.3578500707213578
254,0.0,0.15264728396136903,0.14285714285714285,0.16326530612244897,0.0,0.12121212121212122,0.0,0.07191883019994032,0.04285714285714286,0.20025781342947124,0.25,0.05263157894736842,0.009009009009009009,0.05555555555555555,0.03571428571428571,0.12878787878787878,0.0,0.20689655172413793,0.005797101449275362,0.16666666666666666,0.0,0.3475609756097561,0.0779816513761468,0.0,0.20569545775476583,0.0,0.020958083832335328,0.0,0.0,0.0,0.004132231404958678,0.3333333333333333,0.0,0.0,0.5330812854442344,0.5,0.3375,0.0,0.25,0.14953271028037382,0.0,0.03260869565217391,0.0,0.0,0.026578073089700997,0.0,0.0,0.0,0.5,0.11569148936170212,0.12878787878787878,0.0967741935483871,0.0,0.0,0.0,0.24489795918367346,0.05570684620550596,0.04402257693470763,0.09302325581395349,0.08834729626808835,0.0,0.0,0.0,0.04942339373970346,0.07142857142857142,0.022388059701492536,0.13333333333333333,0.0,0.0,0.2,0.09090909090909091,0.13579166725308275,0.08,0.2,0.002044989775051125,0.0,0.16286954163276376,0.04253262445625906,,0.16219307675768652,0.7699594046008119,0.04716981132075472,0.22857142857142856,0.010070493454179255,0.0,0.041666666666666664,0.009009009009009009,0.10925349922239502,0.0975609756097561,0.07246376811594203,0.05,0.14285714285714285,0.0,0.02849002849002849,0.0,0.24528301886792453,0.0,0.01639344262295082,0.02254972929336163,0.20252848767783502,0.0,0.038461538461538464,0.0136986301369863,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.17508196721311475,0.09302325581395349,0.0,0.05555555555555555,0.25984251968503935,0.3695652173913043,0.002512562814070352,0.008077544426494346,0.028735632183908046,0.0,0.0,0.0,0.02127659574468085,0.25295899631651775,0.09803921568627451,0.02127659574468085,0.09523809523809523,0.0,0.009584664536741214,0.022388059701492536,0.21311475409836064,0.06748466257668712,0.512807109252483,0.07394366197183098,0.010460251046025104,0.009900990099009901,0.0,0.059205528605776686,0.08343660970724882,0.0,0.0,0.5,0.3116883116883117,0.0,0.0125,0.0,0.0,0.0,0.0,0.011627906976744186,0.1338862559241706,0.320132904936507,0.04807692307692308,0.0,0.029574861367837338,0.0,0.0035971223021582736,0.0,0.01875,0.41743119266055045,0.1111111111111111,0.0,0.3333333333333333,0.0,0.0,0.0,0.22580645161290322,0.010498687664041995,0.14213197969543148,0.061261652255734676,0.0,0.0032858707557502738,0.2602318136344246,0.36082728079147564,0.0,0.7777777777777778,0.22857142857142856,0.334755662793073,0.07407407407407407,0.08333333333333333,0.018691588785046728,0.3592644978783593
